officeCode,officeRegion,officeCountry,officeState,officeCity,employeeFullName,jobTitle,lineManager,customerName,customerCountry,customerState,customerCity,creditLimit,orderNumber,orderDate,requiredDate,shippedDate,orderStatus,productName,productLine,productScale,productVendor,quantityInStock,quantityOrdered,COGS,invoicingPrice,MSRP
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Cruz & Sons Co.",Philippines,NULL,"Makati City",81500,10108,2003-03-03,2003-03-12,2003-03-08,Shipped,"1956 Porsche 356A Coupe","Classic Cars",1:18,"Classic Metal Creations",6600,40,98.3,132,140.43
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Cruz & Sons Co.",Philippines,NULL,"Makati City",81500,10108,2003-03-03,2003-03-12,2003-03-08,Shipped,"1961 Chevrolet Impala","Classic Cars",1:18,"Classic Metal Creations",7869,31,32.33,67.1,80.84
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Cruz & Sons Co.",Philippines,NULL,"Makati City",81500,10108,2003-03-03,2003-03-12,2003-03-08,Shipped,"1982 Ducati 996 R",Motorcycles,1:32,"Gearbox Collectibles",9241,27,24.14,36.21,40.23
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Cruz & Sons Co.",Philippines,NULL,"Makati City",81500,10108,2003-03-03,2003-03-12,2003-03-08,Shipped,"1974 Ducati 350 Mk3 Desmo",Motorcycles,1:32,"Second Gear Diecast",3341,31,56.13,87.76,102.05
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Cruz & Sons Co.",Philippines,NULL,"Makati City",81500,10108,2003-03-03,2003-03-12,2003-03-08,Shipped,"2002 Yamaha YZR M1",Motorcycles,1:50,"Autoart Studio Design",600,34,34.17,74.85,81.36
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Motor Mint Distributors Inc.",USA,PA,Philadelphia,72600,10109,2003-03-10,2003-03-19,2003-03-11,Shipped,"1993 Mazda RX-7","Classic Cars",1:18,"Highway 66 Mini Classics",3975,26,83.51,117.48,141.54
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Motor Mint Distributors Inc.",USA,PA,Philadelphia,72600,10109,2003-03-10,2003-03-19,2003-03-11,Shipped,"1995 Honda Civic","Classic Cars",1:18,"Min Lin Diecast",9772,38,93.89,137.98,142.25
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Motor Mint Distributors Inc.",USA,PA,Philadelphia,72600,10109,2003-03-10,2003-03-19,2003-03-11,Shipped,"1999 Indy 500 Monte Carlo SS","Classic Cars",1:18,"Red Start Diecast",8164,26,56.76,126.72,132
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Motor Mint Distributors Inc.",USA,PA,Philadelphia,72600,10109,2003-03-10,2003-03-19,2003-03-11,Shipped,"1992 Ferrari 360 Spider red","Classic Cars",1:18,"Unimax Art Galleries",8347,46,77.9,160.87,169.34
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Motor Mint Distributors Inc.",USA,PA,Philadelphia,72600,10109,2003-03-10,2003-03-19,2003-03-11,Shipped,"1948 Porsche Type 356 Roadster","Classic Cars",1:18,"Gearbox Collectibles",8990,47,62.16,125.74,141.28
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Motor Mint Distributors Inc.",USA,PA,Philadelphia,72600,10109,2003-03-10,2003-03-19,2003-03-11,Shipped,"1982 Lamborghini Diablo","Classic Cars",1:24,"Second Gear Diecast",7723,29,16.24,32.1,37.76
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1965 Aston Martin DB5","Classic Cars",1:18,"Classic Metal Creations",9042,37,65.96,118.22,124.44
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1917 Grand Touring Sedan","Vintage Cars",1:18,"Welly Diecast Productions",2724,42,86.7,153,170
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1911 Ford Town Car","Vintage Cars",1:18,"Motor City Art Classics",540,32,33.3,51.46,60.54
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1932 Model A Ford J-Coupe","Vintage Cars",1:18,"Autoart Studio Design",9354,33,58.48,115.69,127.13
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1928 Mercedes-Benz SSK","Vintage Cars",1:18,"Gearbox Collectibles",548,31,72.56,163.69,168.75
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",1:18,"Exoto Designs",6553,28,43.26,81.91,92.03
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1957 Ford Thunderbird","Classic Cars",1:18,"Studio M Art Models",3209,42,34.21,62,71.27
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1970 Chevy Chevelle SS 454","Classic Cars",1:24,"Unimax Art Galleries",1005,36,49.24,72.02,73.49
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1966 Shelby Cobra 427 S/C","Classic Cars",1:24,"Carousel DieCast Legends",8197,29,29.18,43.27,50.31
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1939 Chevrolet Deluxe Coupe","Vintage Cars",1:24,"Motor City Art Classics",7332,20,22.57,28.88,33.19
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",1:24,"Classic Metal Creations",2847,39,20.61,40.77,44.8
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1949 Jaguar XK 120","Classic Cars",1:24,"Classic Metal Creations",2350,43,47.25,82.69,90.87
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1952 Citroen-15CV","Classic Cars",1:24,"Exoto Designs",1452,46,72.82,112.74,117.44
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1969 Chevrolet Camaro Z28","Classic Cars",1:24,"Exoto Designs",4695,27,50.51,80.47,85.61
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"2002 Chevy Corvette","Classic Cars",1:24,"Gearbox Collectibles",9446,37,62.11,96.37,107.08
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"AV Stores, Co.",UK,NULL,Manchester,136800,10110,2003-03-18,2003-03-24,2003-03-20,Shipped,"1936 Mercedes Benz 500k Roadster","Vintage Cars",1:24,"Red Start Diecast",2081,48,21.75,35.29,41.03
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Wheels Co.",USA,CA,"San Francisco",64600,10111,2003-03-25,2003-03-31,2003-03-30,Shipped,"1937 Lincoln Berline","Vintage Cars",1:18,"Motor City Art Classics",8693,33,60.62,87.33,102.74
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Wheels Co.",USA,CA,"San Francisco",64600,10111,2003-03-25,2003-03-31,2003-03-30,Shipped,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",1:18,"Studio M Art Models",8635,48,24.26,48.52,53.91
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Wheels Co.",USA,CA,"San Francisco",64600,10111,2003-03-25,2003-03-31,2003-03-30,Shipped,"1934 Ford V8 Coupe","Vintage Cars",1:18,"Min Lin Diecast",5649,28,34.35,53.09,62.46
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Wheels Co.",USA,CA,"San Francisco",64600,10111,2003-03-25,2003-03-31,2003-03-30,Shipped,"18th Century Vintage Horse Carriage","Vintage Cars",1:18,"Red Start Diecast",5992,43,60.74,94.25,104.72
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Wheels Co.",USA,CA,"San Francisco",64600,10111,2003-03-25,2003-03-31,2003-03-30,Shipped,"1917 Maxwell Touring Car","Vintage Cars",1:18,"Exoto Designs",7913,39,57.54,91.27,99.21
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Wheels Co.",USA,CA,"San Francisco",64600,10111,2003-03-25,2003-03-31,2003-03-30,Shipped,"1936 Chrysler Airflow","Vintage Cars",1:24,"Second Gear Diecast",4710,26,57.46,85.7,97.39
7,EMEA,UK,NULL,London,"Barry Jones","Sales Rep",1102,"Volvo Model Replicas, Co",Sweden,NULL,Luleå,53100,10112,2003-03-24,2003-04-03,2003-03-29,Shipped,"1952 Alpine Renault 1300","Classic Cars",1:10,"Classic Metal Creations",7305,29,98.58,197.16,214.3
7,EMEA,UK,NULL,London,"Barry Jones","Sales Rep",1102,"Volvo Model Replicas, Co",Sweden,NULL,Luleå,53100,10112,2003-03-24,2003-04-03,2003-03-29,Shipped,"1913 Ford Model T Speedster","Vintage Cars",1:18,"Carousel DieCast Legends",4189,23,60.78,85.1,101.31
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10113,2003-03-26,2003-04-02,2003-03-27,Shipped,"1958 Setra Bus","Trucks and Buses",1:12,"Welly Diecast Productions",1579,21,77.9,121.64,136.67
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10113,2003-03-26,2003-04-02,2003-03-27,Shipped,"1940 Ford Pickup Truck","Trucks and Buses",1:18,"Studio M Art Models",2613,49,58.33,101.5,116.67
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10113,2003-03-26,2003-04-02,2003-03-27,Shipped,"1939 Cadillac Limousine","Vintage Cars",1:18,"Studio M Art Models",6645,50,23.14,43.27,50.31
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10113,2003-03-26,2003-04-02,2003-03-27,Shipped,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",1:32,"Red Start Diecast",814,23,33.61,58.82,64.64
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1962 LanciaA Delta 16V","Classic Cars",1:10,"Second Gear Diecast",6791,31,103.42,128.53,147.74
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1964 Mercedes Tour Bus","Trucks and Buses",1:18,"Unimax Art Galleries",8258,39,74.86,106.78,122.73
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1926 Ford Fire Engine","Trucks and Buses",1:18,"Carousel DieCast Legends",2018,45,24.92,53.48,60.77
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1992 Ferrari 360 Spider red","Classic Cars",1:18,"Unimax Art Galleries",8347,48,77.9,169.34,169.34
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1940s Ford truck","Trucks and Buses",1:18,"Motor City Art Classics",3128,41,84.76,105.34,121.08
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1962 Volkswagen Microbus","Trucks and Buses",1:24,"Autoart Studio Design",2327,21,61.34,102.23,127.79
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1958 Chevy Corvette Limited Edition","Classic Cars",1:24,"Carousel DieCast Legends",2542,24,15.91,28.64,35.36
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1980’s GM Manhattan Express","Trucks and Buses",1:32,"Motor City Art Classics",5099,32,53.93,88.61,96.31
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1954 Greyhound Scenicruiser","Trucks and Buses",1:32,"Classic Metal Creations",2874,28,25.98,43.83,54.11
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"La Corne D'abondance, Co.",France,NULL,Paris,84300,10114,2003-04-01,2003-04-07,2003-04-02,Shipped,"1982 Camaro Z28","Classic Cars",1:18,"Carousel DieCast Legends",6934,42,46.53,82.94,101.15
3,NA,USA,NY,NYC,"Foon Yue Tseng","Sales Rep",1143,"Classic Legends Inc.",USA,NY,NYC,67500,10115,2003-04-04,2003-04-12,2003-04-07,Shipped,"1957 Chevy Pickup","Trucks and Buses",1:12,"Exoto Designs",6125,46,55.7,111.39,118.5
3,NA,USA,NY,NYC,"Foon Yue Tseng","Sales Rep",1143,"Classic Legends Inc.",USA,NY,NYC,67500,10115,2003-04-04,2003-04-12,2003-04-07,Shipped,"1998 Chrysler Plymouth Prowler","Classic Cars",1:18,"Gearbox Collectibles",4724,46,101.51,140.81,163.73
3,NA,USA,NY,NYC,"Foon Yue Tseng","Sales Rep",1143,"Classic Legends Inc.",USA,NY,NYC,67500,10115,2003-04-04,2003-04-12,2003-04-07,Shipped,"1970 Dodge Coronet","Classic Cars",1:24,"Highway 66 Mini Classics",4074,47,32.37,56.64,57.8
3,NA,USA,NY,NYC,"Foon Yue Tseng","Sales Rep",1143,"Classic Legends Inc.",USA,NY,NYC,67500,10115,2003-04-04,2003-04-12,2003-04-07,Shipped,"1992 Porsche Cayenne Turbo Silver","Classic Cars",1:24,"Exoto Designs",6582,44,69.78,106.45,118.28
3,NA,USA,NY,NYC,"Foon Yue Tseng","Sales Rep",1143,"Classic Legends Inc.",USA,NY,NYC,67500,10115,2003-04-04,2003-04-12,2003-04-07,Shipped,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1:50,"Highway 66 Mini Classics",1016,27,68.29,100.7,115.75
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Royale Belge",Belgium,NULL,Charleroi,23500,10116,2003-04-11,2003-04-19,2003-04-13,Shipped,"1950's Chicago Surface Lines Streetcar",Trains,1:32,"Gearbox Collectibles",8601,27,26.72,60.28,62.14
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"2001 Ferrari Enzo","Classic Cars",1:12,"Second Gear Diecast",3619,33,95.59,195.33,207.8
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"1969 Corvair Monza","Classic Cars",1:18,"Welly Diecast Productions",6906,43,89.14,148.06,151.08
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"1969 Ford Falcon","Classic Cars",1:12,"Second Gear Diecast",1049,39,83.05,173.02,173.02
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"1903 Ford Model A","Vintage Cars",1:18,"Unimax Art Galleries",3913,26,68.3,121.57,136.59
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"Collectable Wooden Train",Trains,1:18,"Carousel DieCast Legends",6450,21,67.56,81.68,100.84
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"1970 Triumph Spitfire","Classic Cars",1:18,"Min Lin Diecast",5545,22,91.92,122.08,143.62
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"1904 Buick Runabout","Vintage Cars",1:18,"Exoto Designs",8290,23,52.66,73.73,87.77
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"18th century schooner",Ships,1:24,"Carousel DieCast Legends",1898,41,82.34,119.2,122.89
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"1962 City of Detroit Streetcar",Trains,1:50,"Classic Metal Creations",1645,21,37.49,55.65,58.58
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"The Mayflower",Ships,1:700,"Studio M Art Models",737,38,43.3,75.35,86.61
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"The Queen Mary",Ships,1:700,"Welly Diecast Productions",5088,45,53.63,89.38,99.31
5,Japan,Japan,Chiyoda-Ku,Tokyo,"Mami Nishi","Sales Rep",1056,"Dragon Souveniers, Ltd.",Singapore,NULL,Singapore,103800,10117,2003-04-16,2003-04-24,2003-04-17,Shipped,"Pont Yacht",Ships,1:72,"Unimax Art Galleries",414,50,33.3,52.42,54.6
4,EMEA,France,NULL,Paris,"Martin Gerard","Sales Rep",1102,"Enaco Distributors",Spain,NULL,Barcelona,60300,10118,2003-04-21,2003-04-29,2003-04-26,Shipped,"The Titanic",Ships,1:700,"Carousel DieCast Legends",1956,36,51.09,86.15,100.17
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1972 Alfa Romeo GTA","Classic Cars",1:10,"Motor City Art Classics",3252,46,85.68,112.88,136
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1980s Black Hawk Helicopter",Planes,1:18,"Red Start Diecast",5330,43,77.27,151.38,157.69
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1999 Yamaha Speed Boat",Ships,1:18,"Min Lin Diecast",4259,21,51.61,74.84,86.02
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",1:18,"Exoto Designs",2378,27,64.58,95.28,105.87
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1900s Vintage Bi-Plane",Planes,1:24,"Autoart Studio Design",5942,41,34.25,64.4,68.51
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1912 Ford Model T Delivery Wagon","Vintage Cars",1:24,"Min Lin Diecast",9173,35,46.91,72.58,88.51
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1937 Horch 930V Limousine","Vintage Cars",1:24,"Autoart Studio Design",2902,20,26.3,63.12,65.75
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"1940 Ford Delivery Sedan","Vintage Cars",1:24,"Carousel DieCast Legends",6621,35,48.64,82.18,83.86
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"Corsair F4U ( Bird Cage)",Planes,1:24,"Second Gear Diecast",6812,28,29.34,62.1,68.24
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"The Schooner Bluenose",Ships,1:700,"Autoart Studio Design",1897,25,34,57.34,66.67
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"HMS Bounty",Ships,1:700,"Unimax Art Galleries",3501,29,39.83,74.23,90.52
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"The USS Constitution Ship",Ships,1:700,"Red Start Diecast",7083,38,33.97,67.22,72.28
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"American Airlines: MD-11S",Planes,1:700,"Second Gear Diecast",8820,26,36.27,63.67,74.03
4,EMEA,France,NULL,Paris,"Pamela Castillo","Sales Rep",1102,"Salzburg Collectables",Austria,NULL,Salzburg,71700,10119,2003-04-28,2003-05-05,2003-05-02,Shipped,"Boeing X-32A JSF",Planes,1:72,"Motor City Art Classics",4857,28,32.77,40.22,49.66
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"1996 Moto Guzzi 1100i",Motorcycles,1:10,"Highway 66 Mini Classics",6625,29,68.99,118.94,118.94
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,1:10,"Red Start Diecast",5582,46,91.02,158.8,193.66
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"P-51-D Mustang",Planes,1:72,"Gearbox Collectibles",992,29,49,82.79,84.48
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"1936 Harley Davidson El Knucklehead",Motorcycles,1:18,"Welly Diecast Productions",4357,46,24.23,57.54,60.57
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"1997 BMW R 1100 S",Motorcycles,1:24,"Autoart Studio Design",7003,35,60.86,110.45,112.7
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"1928 British Royal Navy Airplane",Planes,1:24,"Classic Metal Creations",3627,39,66.74,93.01,109.42
6,APAC,Australia,NULL,Sydney,"Andy Fixter","Sales Rep",1088,"Australian Collectors, Co.",Australia,Victoria,Melbourne,117300,10120,2003-04-29,2003-05-08,2003-05-01,Shipped,"1960 BSA Gold Star DBD34",Motorcycles,1:24,"Highway 66 Mini Classics",15,34,37.32,72.36,76.17
